gene_id	RBP_only_corr	RBP_and_lncRNA_corr
ENSG00000072071	0.12513	0.44399
ENSG00000152804	0.23751	0.20661
ENSG00000175556	0.26289	0.24186
ENSG00000020256	0.65859	0.64417
ENSG00000165359	0.64879	0.67154
ENSG00000116580	0.66354	0.69281
ENSG00000198793	0.56293	0.56716
ENSG00000139182	0.09442	0.33927
ENSG00000185236	0.26341	0.36149
ENSG00000115310	0.39589	0.65786
ENSG00000127870	0.44659	0.43912
ENSG00000128917	0.42612	0.41401
ENSG00000065526	0.75442	0.75019
ENSG00000130827	0.60242	0.59957
ENSG00000143862	0.05579	0.4674
ENSG00000106537	0.18204	0.29466
ENSG00000100906	0.53079	0.61798
ENSG00000101474	-0.11599	-0.14521
ENSG00000110514	0.35825	0.40865
ENSG00000147364	0.2867	0.31817
ENSG00000164695	0.38178	0.43273
ENSG00000175348	0.21825	0.29276
ENSG00000172071	0.53337	0.57264
ENSG00000052841	0.6895	0.72142
ENSG00000148296	0.57443	0.55974
ENSG00000188313	0.11616	0.14597
ENSG00000105856	0.50135	0.55783
ENSG00000102100	0.46131	0.49096
ENSG00000162909	0.44417	0.4391
ENSG00000043355	0.11327	0.14327
ENSG00000132002	0.06503	0.03336
ENSG00000103326	0.48816	0.59582
ENSG00000109099	0.45645	0.44987
ENSG00000092820	0.2191	0.29967
ENSG00000163162	-0.04241	0.08827
ENSG00000119715	0.02895	-0.06289
ENSG00000102804	0.33963	0.51549
ENSG00000112812	0.46951	0.44453
ENSG00000162298	0.54139	0.5903
ENSG00000134049	0.50406	0.5525
ENSG00000166831	-0.16755	0.02767
ENSG00000101230	0.58488	0.56507
ENSG00000034053	0.07632	0.36865
ENSG00000117616	0.59153	0.58861
ENSG00000147050	0.66566	0.7295
ENSG00000104763	-0.04571	0.02511
ENSG00000177606	0.39514	0.37144
ENSG00000120616	0.80079	0.80133
ENSG00000149177	-0.13493	-0.17677
ENSG00000182087	0.38432	0.4597
ENSG00000135269	0.39907	0.47218
ENSG00000123636	0.68529	0.66898
ENSG00000167110	0.53793	0.55625
ENSG00000108262	0.02644	0.43423
ENSG00000254087	0.03356	0.06281
ENSG00000125304	0.45807	0.45869
ENSG00000109046	0.5359	0.52791
ENSG00000050405	0.5857	0.58892
ENSG00000131435	0.41764	0.44709
ENSG00000146757	0.45718	0.44147
ENSG00000127561	-0.13081	0.18856
ENSG00000120738	0.30484	0.30231
ENSG00000137509	0.3307	0.32609
ENSG00000112787	0.47225	0.49913
ENSG00000125170	0.57904	0.56665
ENSG00000155090	0.19879	0.39178
ENSG00000172432	0.48175	0.5681
ENSG00000011566	0.64671	0.64444
ENSG00000113583	0.61583	0.63075
ENSG00000130821	0.17146	0.1585
ENSG00000144566	0.49034	0.67018
ENSG00000168575	0.25766	0.25069
ENSG00000001084	0.37537	0.35746
ENSG00000076706	0.37404	0.36822
ENSG00000158747	0.44047	0.42851
ENSG00000134363	0.43997	0.49804
ENSG00000196588	0.48126	0.46549
ENSG00000163875	0.5169	0.69558
ENSG00000108557	0.56275	0.55766
ENSG00000171603	0.34425	0.60323
ENSG00000144579	0.33528	0.40035
ENSG00000100425	0.76223	0.79492
ENSG00000164251	0.14458	0.20679
ENSG00000130779	0.44818	0.4664
ENSG00000011304	0.60697	0.7084
ENSG00000134326	0.069	0.27023
ENSG00000068885	0.43857	0.59473
ENSG00000163527	0.5738	0.5879
ENSG00000034677	0.65501	0.64933
ENSG00000101665	0.50501	0.49081
ENSG00000181027	0.45654	0.48806
ENSG00000197081	0.11479	0.3484
ENSG00000102996	0.04744	0.05413
ENSG00000154080	0.05489	0.10167
ENSG00000111907	0.28542	0.34754
ENSG00000160014	-0.04533	0.45557
ENSG00000009335	0.48563	0.53733
ENSG00000102554	0.35184	0.43112
ENSG00000196937	0.4989	0.55803
ENSG00000068078	0.09676	0.1847
ENSG00000139292	0.09927	0.06611
ENSG00000131873	0.46662	0.43995
ENSG00000008130	0.01992	0.22246
ENSG00000159200	0.18182	0.52103
ENSG00000148400	0.46149	0.47131
ENSG00000196792	0.56781	0.54979
ENSG00000101150	0.32833	0.32059
ENSG00000156650	0.76886	0.76196
ENSG00000170448	0.48421	0.55805
ENSG00000131165	0.42996	0.42022
ENSG00000171867	0.22098	0.68391
ENSG00000164305	0.5345	0.56569
ENSG00000119541	0.65301	0.6607
ENSG00000143126	0.07793	0.35353
ENSG00000240849	0.3921	0.38228
ENSG00000187164	-0.20944	0.35451
ENSG00000085721	0.692	0.70886
ENSG00000184916	0.18015	0.161
ENSG00000012660	0.25013	0.22381
ENSG00000054598	0.43261	0.46699
ENSG00000135097	-0.14692	0.09408
ENSG00000133872	0.20323	0.65462
ENSG00000198915	-0.28696	0.29156
ENSG00000189067	-0.19669	-0.18106
ENSG00000198959	0.20168	0.24682
ENSG00000127948	0.1739	0.26875
ENSG00000164830	0.60447	0.60021
ENSG00000044574	0.15002	0.15973
ENSG00000165802	-0.0215	0.38105
ENSG00000130449	0.35719	0.43016
ENSG00000161526	0.63254	0.62487
ENSG00000154734	0.46187	0.43964
ENSG00000108639	0.25177	0.36022
ENSG00000186834	0.53707	0.53106
ENSG00000162734	-0.07977	0.62938
ENSG00000006453	0.30546	0.4727
ENSG00000115806	0.46778	0.49512
ENSG00000205213	0.40706	0.42995
ENSG00000038427	0.13245	0.15432
ENSG00000165355	0.50013	0.53145
ENSG00000184937	-0.17262	-0.20103
ENSG00000116731	0.74196	0.74007
ENSG00000112874	0.43076	0.4217
ENSG00000157240	0.68023	0.68522
ENSG00000198435	0.24959	0.22858
ENSG00000066629	0.39238	0.44067
ENSG00000173334	-0.11767	0.16186
ENSG00000111737	0.56992	0.59391
ENSG00000136842	0.21795	0.14655
ENSG00000181751	-0.00986	0.29441
ENSG00000198814	-0.0309	-0.05306
ENSG00000153339	0.75236	0.77654
ENSG00000112033	0.3783	0.36318
ENSG00000141551	0.43102	0.46417
ENSG00000221978	0.63702	0.67215
ENSG00000129911	-0.21357	0.17531
ENSG00000100241	0.24864	0.34049
ENSG00000158321	0.47988	0.49902
ENSG00000157404	0.45803	0.41246
ENSG00000004799	0.39051	0.41966
ENSG00000241839	-0.01683	0.00761
ENSG00000108669	0.24341	0.22463
ENSG00000155760	0.44268	0.4331
ENSG00000130340	0.55525	0.54661
ENSG00000082074	-0.12935	-0.17302
ENSG00000091129	-0.01341	0.37955
ENSG00000173064	0.54996	0.59185
ENSG00000110048	0.56131	0.65179
ENSG00000134755	-0.01706	0.22655
ENSG00000046604	0.2236	0.4035
ENSG00000105976	0.49179	0.5477
ENSG00000130749	0.68513	0.694
ENSG00000110075	0.74078	0.78455
ENSG00000181104	0.42437	0.47017
ENSG00000146830	0.61463	0.65602
ENSG00000125347	0.09114	0.17831
ENSG00000184384	0.71754	0.70821
ENSG00000134910	0.54231	0.57948
ENSG00000197037	0.69072	0.72854
ENSG00000140332	0.22651	0.39806
ENSG00000204519	0.52483	0.51664
ENSG00000121481	0.63897	0.6315
ENSG00000166454	0.35341	0.42049
ENSG00000136653	0.25495	0.27198
ENSG00000101670	0.1497	0.15634
ENSG00000146083	0.52805	0.5466
ENSG00000130164	0.2962	0.3682
ENSG00000084676	0.44887	0.59666
ENSG00000184545	-0.16222	0.45885
ENSG00000139718	0.61635	0.63421
ENSG00000119707	0.71223	0.73915
ENSG00000074755	0.52823	0.60521
ENSG00000157107	0.67989	0.68451
ENSG00000176597	0.16415	0.23169
ENSG00000105971	0.34578	0.31649
ENSG00000106078	-0.01247	0.26322
ENSG00000011007	0.55952	0.6165
ENSG00000155304	0.32916	0.58243
ENSG00000185950	0.48929	0.48835
ENSG00000071564	0.55061	0.62297
ENSG00000163347	0.34345	0.30926
ENSG00000065809	0.29129	0.39459
ENSG00000069020	0.38826	0.37656
ENSG00000122574	-0.00678	0.37624
ENSG00000165915	0.43673	0.43242
ENSG00000121281	0.25336	0.29874
ENSG00000130224	0.55931	0.66287
ENSG00000005020	0.23903	0.26866
ENSG00000181744	0.65971	0.67131
ENSG00000106299	0.62314	0.72948
ENSG00000069424	0.09314	0.28616
ENSG00000183723	0.05792	0.40151
ENSG00000042429	0.81005	0.8234
ENSG00000142599	0.53287	0.56602
ENSG00000132294	0.68104	0.69398
ENSG00000158805	0.40985	0.41754
ENSG00000141644	0.74604	0.76525
ENSG00000143641	0.38478	0.38483
ENSG00000005339	0.76689	0.78133
ENSG00000118200	0.53513	0.7357
ENSG00000176490	0.22992	0.25312
ENSG00000182771	0.17291	0.55169
ENSG00000178538	-0.13577	0.10996
ENSG00000168743	0.55414	0.53829
ENSG00000185551	0.52497	0.51673
ENSG00000005893	0.23091	0.21086
ENSG00000197122	0.58912	0.57845
ENSG00000143093	0.68999	0.68348
ENSG00000166086	0.39544	0.5924
ENSG00000110881	-0.17159	0.40893
ENSG00000011275	0.51171	0.4863
ENSG00000116675	-0.14877	0.48639
ENSG00000086062	0.3841	0.53544
ENSG00000183864	0.45735	0.45054
ENSG00000198363	0.58596	0.56902
ENSG00000143384	0.3251	0.36703
ENSG00000088256	0.47763	0.47265
ENSG00000140391	0.37789	0.55344
ENSG00000102158	0.47607	0.48373
ENSG00000166734	0.51332	0.74182
ENSG00000072786	0.1823	0.29556
ENSG00000183495	0.7492	0.7486
ENSG00000184602	0.11395	0.40775
ENSG00000084444	0.21017	0.48181
ENSG00000132824	0.59618	0.63512
ENSG00000140941	0.19438	0.26289
ENSG00000164402	0.02568	0.57513
ENSG00000204256	0.72757	0.74346
ENSG00000130559	0.24481	0.39227
ENSG00000164181	0.32351	0.37134
ENSG00000179152	0.31974	0.46229
ENSG00000086619	0.16925	0.12899
ENSG00000186111	0.27928	0.3869
ENSG00000106948	-0.0115	0.00424
ENSG00000205339	0.53717	0.51331
ENSG00000135503	0.30801	0.30263
ENSG00000198142	0.51638	0.53052
ENSG00000151025	-0.10305	0.46093
ENSG00000155130	0.35715	0.4028
ENSG00000113916	-0.28984	0.17501
ENSG00000122042	0.33064	0.69756
ENSG00000148719	0.5827	0.63333
ENSG00000129933	0.55756	0.58417
ENSG00000196743	0.26476	0.24454
ENSG00000162231	0.59162	0.63034
ENSG00000091009	0.76132	0.76072
ENSG00000106546	0.6221	0.63221
ENSG00000108946	0.32535	0.43114
ENSG00000131398	0.02384	0.12797
ENSG00000166471	0.46114	0.44953
ENSG00000128595	0.4255	0.42866
ENSG00000168421	0.28522	0.37712
ENSG00000205133	0.61666	0.66276
ENSG00000206560	0.52901	0.52987
ENSG00000008256	0.54016	0.53664
ENSG00000170242	0.57476	0.63834
ENSG00000117868	0.61421	0.59494
ENSG00000198561	0.63339	0.66258
ENSG00000140577	0.64091	0.63191
ENSG00000134287	0.21115	0.51453
ENSG00000142875	-0.2347	0.57995
ENSG00000171988	0.67897	0.68731
ENSG00000153214	0.61835	0.62922
ENSG00000168461	0.11714	0.32596
ENSG00000170248	0.66057	0.68055
ENSG00000151553	0.67522	0.69054
ENSG00000095637	0.20434	0.19368
ENSG00000133657	0.4327	0.42092
ENSG00000065911	0.37062	0.43014
ENSG00000137075	0.68532	0.68202
ENSG00000157933	0.58543	0.58546
ENSG00000198399	0.69949	0.73098
ENSG00000138594	0.48465	0.47576
ENSG00000115993	-0.05119	0.49451
ENSG00000166532	0.5116	0.53895
ENSG00000067369	0.58719	0.5826
ENSG00000146530	0.15966	0.15287
ENSG00000011523	0.59425	0.60881
ENSG00000071054	0.09764	0.30617
ENSG00000170348	0.58502	0.5749
ENSG00000178951	0.42374	0.50281
ENSG00000107929	0.42404	0.57513
ENSG00000179364	-0.26069	0.448
ENSG00000158470	-0.07274	0.04787
ENSG00000151458	0.63808	0.6345
ENSG00000114554	0.43624	0.43436
ENSG00000124151	0.61555	0.64975
ENSG00000025039	0.14838	0.0937
ENSG00000162367	0.11093	0.04473
ENSG00000102471	0.20527	0.27896
ENSG00000180530	0.53746	0.64771
ENSG00000117020	0.54007	0.64433
ENSG00000151150	-0.10072	0.2535
ENSG00000137942	0.42534	0.38855
ENSG00000096070	0.61832	0.62819
ENSG00000187109	0.51948	0.51632
ENSG00000131023	0.84435	0.84096
ENSG00000196227	-0.05476	0.51259
ENSG00000170915	-0.26953	0.34907
ENSG00000065613	0.65822	0.64948
ENSG00000067082	0.36903	0.4544
ENSG00000121749	0.7111	0.71167
ENSG00000138448	0.50831	0.53377
ENSG00000147454	-0.21123	-0.13074
ENSG00000136536	0.63668	0.64825
ENSG00000162337	0.49996	0.50054
ENSG00000131149	0.58487	0.677
ENSG00000138593	0.47825	0.71777
ENSG00000068305	0.49121	0.46387
ENSG00000204681	0.13157	0.5968
ENSG00000037749	0.56764	0.59036
ENSG00000116191	0.42833	0.5816
ENSG00000162512	0.27799	0.63714
ENSG00000145734	0.79681	0.79256
ENSG00000050820	0.19437	0.17807
ENSG00000187678	0.46705	0.47066
ENSG00000023909	0.25891	0.23032
ENSG00000178904	0.34427	0.43391
ENSG00000007168	0.53443	0.6601
ENSG00000183579	0.35679	0.41816
ENSG00000116017	0.21868	0.4117
ENSG00000038532	0.4923	0.47501
ENSG00000113580	0.6371	0.6264
ENSG00000116604	0.37613	0.38296
ENSG00000108510	0.69712	0.70133
ENSG00000163293	0.21963	0.26141
ENSG00000139826	0.70271	0.69831
ENSG00000101346	0.53189	0.56961
ENSG00000105939	0.25504	0.28545
ENSG00000196776	0.62614	0.70664
ENSG00000124486	0.59912	0.60319
ENSG00000173276	0.60345	0.60602
ENSG00000103111	0.42494	0.41896
ENSG00000110723	0.52141	0.48843
ENSG00000011201	0.0497	0.49677
ENSG00000077147	0.68147	0.6742
ENSG00000163110	0.27137	0.26499
ENSG00000100697	0.64531	0.65223
ENSG00000165813	0.6996	0.72807
ENSG00000156675	0.37075	0.46693
ENSG00000029363	0.81803	0.82209
ENSG00000182957	0.31434	0.39433
ENSG00000197860	0.03845	0.59739
ENSG00000100154	0.58836	0.57751
ENSG00000160218	0.53054	0.52105
ENSG00000186591	0.58507	0.57544
ENSG00000133985	0.12128	0.25945
ENSG00000078140	0.6146	0.64579
ENSG00000151692	0.05053	0.32447
ENSG00000136603	0.53202	0.51947
ENSG00000132359	0.26909	0.23696
ENSG00000080815	0.41083	0.34231
ENSG00000183508	0.15543	0.30949
ENSG00000134243	0.22323	0.59246
ENSG00000213853	0.48804	0.45981
ENSG00000114331	0.56448	0.58271
ENSG00000183943	0.42934	0.43237
ENSG00000089057	0.29895	0.54598
ENSG00000101152	0.11757	0.30023
ENSG00000111860	0.43163	0.41947
ENSG00000006468	-0.0392	0.05122
ENSG00000127329	0.31133	0.2927
ENSG00000116852	0.07485	0.23844
ENSG00000179454	0.79233	0.78886
ENSG00000164938	0.40416	0.51402
ENSG00000109118	0.57126	0.59757
ENSG00000082258	0.75863	0.76564
ENSG00000132326	0.50214	0.51294
ENSG00000125827	0.23608	0.28192
ENSG00000025293	0.60283	0.58295
ENSG00000169641	0.46581	0.45388
ENSG00000117500	0.36727	0.37945
ENSG00000163577	0.29143	0.52065
ENSG00000122779	0.5187	0.52618
ENSG00000148358	0.67201	0.67117
ENSG00000174437	0.14239	0.07951
ENSG00000166900	0.33562	0.40815
ENSG00000108582	0.10499	0.09046
ENSG00000153936	0.46811	0.48404
ENSG00000165633	0.53109	0.54267
ENSG00000118217	0.5842	0.58686
ENSG00000071537	0.5656	0.54192
ENSG00000187134	0.00045	0.03477
ENSG00000048471	0.51876	0.49954
ENSG00000122068	0.53643	0.53715
ENSG00000152127	0.20474	0.43447
ENSG00000113742	-0.03745	-0.05652
ENSG00000187605	0.53275	0.561
ENSG00000149289	0.62929	0.62005
ENSG00000147852	0.24217	0.24386
ENSG00000123575	0.53805	0.73737
ENSG00000100596	0.28644	0.25753
ENSG00000109133	0.36868	0.39255
ENSG00000135968	0.57492	0.56282
ENSG00000164327	0.7097	0.70909
ENSG00000105926	0.23992	0.41705
ENSG00000205189	0.53987	0.53494
ENSG00000088179	0.26363	0.31046
ENSG00000169359	0.58613	0.58764
ENSG00000149212	0.28342	0.60479
ENSG00000124209	0.54734	0.78327
ENSG00000083312	0.63231	0.65056
ENSG00000143970	0.64468	0.66336
ENSG00000128585	0.69952	0.69943
ENSG00000160551	0.6748	0.70434
ENSG00000078177	0.58982	0.63214
ENSG00000151422	0.74956	0.73819
ENSG00000118922	0.45071	0.525
ENSG00000105810	0.61197	0.61037
ENSG00000106460	0.69226	0.72305
ENSG00000100354	0.67938	0.67443
ENSG00000055609	0.78138	0.77546
ENSG00000079950	0.65386	0.71899
