gene_id	RBP_only_corr	RBP_and_lncRNA_corr
ENSG00000179152	0.09811	0.17389
ENSG00000086619	0.19127	0.1921
ENSG00000186111	0.19981	0.2294
ENSG00000106948	0.23852	0.26564
ENSG00000205339	0.13673	0.14044
ENSG00000135503	0.23783	0.26468
ENSG00000198142	0.22714	0.26251
ENSG00000151025	0.08368	0.16209
ENSG00000113916	-0.02662	-0.02681
ENSG00000122042	0.16984	0.216
ENSG00000148719	0.27086	0.28399
ENSG00000129933	0.20047	0.27051
ENSG00000196743	0.30959	0.29895
ENSG00000162231	0.30066	0.38237
ENSG00000091009	0.28345	0.30549
ENSG00000106546	0.28939	0.28267
ENSG00000108946	0.04146	0.02794
ENSG00000131398	0.20362	0.19457
ENSG00000166471	0.2059	0.19217
ENSG00000128595	0.42029	0.41564
ENSG00000168421	0.42665	0.42153
ENSG00000205133	0.08938	0.09686
ENSG00000206560	0.16155	0.16718
ENSG00000008256	0.33057	0.31641
ENSG00000170242	0.18488	0.19212
ENSG00000117868	0.01712	0.06587
ENSG00000198561	0.34188	0.37975
ENSG00000140577	0.04074	0.02955
ENSG00000134287	-0.09493	0.0589
ENSG00000142875	-0.00045	-0.00522
ENSG00000171988	0.36267	0.36227
ENSG00000153214	0.0489	0.15572
ENSG00000168461	0.34212	0.33916
ENSG00000170248	0.09073	0.2028
ENSG00000151553	0.0437	0.03163
ENSG00000095637	0.11456	0.10867
ENSG00000133657	0.1245	0.11546
ENSG00000065911	0.45499	0.45545
ENSG00000137075	0.4774	0.46785
ENSG00000157933	0.34759	0.34571
ENSG00000198399	0.43049	0.44773
ENSG00000138594	0.14888	0.22449
ENSG00000115993	0.11258	0.09574
ENSG00000166532	0.0746	0.07109
ENSG00000067369	0.23018	0.221
ENSG00000146530	0.17826	0.22136
ENSG00000011523	0.48391	0.49888
ENSG00000071054	0.20975	0.17539
ENSG00000170348	0.09464	0.07041
ENSG00000178951	0.14409	0.1306
ENSG00000107929	0.22792	0.2388
ENSG00000179364	0.28057	0.30415
ENSG00000158470	0.19488	0.19636
ENSG00000151458	0.2179	0.2059
ENSG00000114554	0.2503	0.26082
ENSG00000124151	0.08195	0.07653
ENSG00000025039	0.29734	0.32917
ENSG00000162367	0.14414	0.18012
ENSG00000102471	0.02987	0.07464
ENSG00000180530	0.14953	0.16518
ENSG00000117020	0.01564	0.04915
ENSG00000151150	0.15201	0.13861
ENSG00000137942	0.37678	0.37748
ENSG00000096070	0.27517	0.27168
ENSG00000187109	0.24701	0.25328
ENSG00000131023	0.38069	0.37852
ENSG00000196227	0.33441	0.33323
ENSG00000170915	0.15065	0.16913
ENSG00000065613	0.12423	0.14878
ENSG00000067082	0.15049	0.14525
ENSG00000121749	0.31341	0.30283
ENSG00000138448	0.42445	0.43116
ENSG00000147454	-0.06032	0.07565
ENSG00000136536	0.34076	0.3376
ENSG00000162337	0.20794	0.20807
ENSG00000131149	0.37163	0.36395
ENSG00000138593	0.05541	0.05726
ENSG00000068305	0.29075	0.29214
ENSG00000204681	0.14968	0.20418
ENSG00000037749	0.12212	0.12387
ENSG00000116191	0.06992	0.0866
ENSG00000162512	0.27345	0.21972
ENSG00000145734	0.39096	0.44773
ENSG00000050820	0.49174	0.48645
ENSG00000187678	0.1029	0.03802
ENSG00000023909	0.26504	0.24214
ENSG00000178904	0.24566	0.28617
ENSG00000007168	0.04566	0.04193
ENSG00000183579	0.2106	0.20434
ENSG00000116017	0.28537	0.27964
ENSG00000038532	0.16333	0.2406
ENSG00000113580	0.12898	0.12816
ENSG00000116604	0.1606	0.16375
ENSG00000108510	0.45372	0.45049
ENSG00000163293	0.20616	0.20209
ENSG00000139826	0.29011	0.28246
ENSG00000101346	0.33967	0.33894
ENSG00000105939	0.08354	0.05445
ENSG00000196776	0.07667	0.07103
ENSG00000124486	0.2142	0.21108
ENSG00000173276	0.23534	0.24469
ENSG00000103111	0.21618	0.23123
ENSG00000110723	0.19018	0.17215
ENSG00000011201	0.20297	0.20294
ENSG00000077147	0.12651	0.22452
ENSG00000163110	0.35212	0.35686
ENSG00000100697	0.36929	0.39243
ENSG00000165813	0.25311	0.24588
ENSG00000156675	0.15958	0.15447
ENSG00000029363	0.4197	0.41447
ENSG00000182957	0.0443	0.02326
ENSG00000197860	-0.13277	-0.0723
ENSG00000100154	0.11375	0.13186
ENSG00000160218	0.24195	0.27504
ENSG00000186591	0.19329	0.18671
ENSG00000133985	0.16462	0.22009
ENSG00000078140	0.4472	0.44565
ENSG00000151692	0.10484	0.11384
ENSG00000136603	-0.009	0.09885
ENSG00000132359	0.22034	0.20615
ENSG00000080815	0.14755	0.17482
ENSG00000183508	0.19373	0.24532
ENSG00000134243	0.0726	0.04733
ENSG00000213853	0.08861	0.11355
ENSG00000114331	0.35344	0.35629
ENSG00000183943	0.44525	0.44121
ENSG00000089057	0.01452	0.04839
ENSG00000101152	0.24425	0.2636
ENSG00000111860	0.13905	0.21517
ENSG00000006468	-0.0211	0.04946
ENSG00000127329	0.16997	0.15448
ENSG00000116852	0.34464	0.34547
ENSG00000179454	0.33777	0.3687
ENSG00000164938	0.21905	0.20964
ENSG00000109118	0.33848	0.36727
ENSG00000082258	0.45816	0.49336
ENSG00000132326	0.33826	0.34195
ENSG00000125827	0.18391	0.20283
ENSG00000025293	0.0845	0.17341
ENSG00000169641	0.41564	0.40915
ENSG00000117500	0.11985	0.106
ENSG00000163577	0.26338	0.25953
ENSG00000122779	0.42211	0.42689
ENSG00000148358	0.27068	0.28845
ENSG00000174437	0.13381	0.12786
ENSG00000166900	-0.00498	-0.03547
ENSG00000108582	-0.05867	-0.02198
ENSG00000153936	0.38085	0.37412
ENSG00000165633	0.10503	0.17087
ENSG00000118217	0.08764	0.04897
ENSG00000071537	0.12619	0.13943
ENSG00000187134	0.25181	0.251
ENSG00000048471	0.09815	0.19654
ENSG00000122068	0.21822	0.21105
ENSG00000152127	0.04969	0.01796
ENSG00000113742	0.08164	0.08385
ENSG00000187605	0.49748	0.50063
ENSG00000149289	0.22257	0.2206
ENSG00000147852	-0.04423	-0.05157
ENSG00000123575	0.12852	0.13173
ENSG00000100596	0.19308	0.28235
ENSG00000109133	0.2546	0.24293
ENSG00000135968	0.28122	0.27724
ENSG00000164327	0.23141	0.25525
ENSG00000105926	0.22607	0.23624
ENSG00000205189	0.33333	0.32612
ENSG00000088179	0.4419	0.43849
ENSG00000169359	0.07671	0.08862
ENSG00000149212	0.20212	0.21396
ENSG00000124209	0.20601	0.29318
ENSG00000083312	0.05589	0.05417
ENSG00000143970	0.49864	0.51283
ENSG00000128585	0.1746	0.19758
ENSG00000160551	0.19386	0.18369
ENSG00000078177	0.56805	0.57907
ENSG00000151422	-0.06484	0.00625
ENSG00000118922	0.17019	0.18708
ENSG00000105810	-0.00184	0.04827
ENSG00000106460	-0.05792	0.09595
ENSG00000100354	0.33124	0.41936
ENSG00000055609	0.47724	0.51682
ENSG00000079950	0.24235	0.24391
