gene_id	RBP_only_corr	RBP_and_lncRNA_corr
ENSG00000132323	0.37874	0.39439
ENSG00000110171	0.02547	0.03014
ENSG00000138778	0.39534	0.40036
ENSG00000119640	0.38364	0.38058
ENSG00000122257	0.40932	0.41839
ENSG00000066336	0.15037	0.15013
ENSG00000155876	0.02652	0.14229
ENSG00000119888	0.00799	0.25671
ENSG00000198924	0.2053	0.22634
ENSG00000127337	0.26911	0.26742
ENSG00000185721	0.26398	0.31991
ENSG00000102172	0.06319	0.17813
ENSG00000147872	0.10919	0.13157
ENSG00000110330	-0.04192	-0.04643
ENSG00000088930	0.23657	0.23421
ENSG00000266967	0.21112	0.30078
ENSG00000100567	0.24581	0.24715
ENSG00000117419	0.1595	0.14988
ENSG00000213983	-0.20835	0.32413
ENSG00000198818	-0.03733	0.08852
ENSG00000091640	-0.12757	-0.13874
ENSG00000137285	0.06329	0.07173
ENSG00000198805	0.20765	0.18673
ENSG00000124802	0.38431	0.37757
ENSG00000170043	0.06566	0.10218
ENSG00000257727	-0.14973	0.09539
ENSG00000188130	0.02509	0.02318
ENSG00000051009	-0.11724	0.20231
ENSG00000126453	0.13465	0.1333
ENSG00000090054	0.03368	0.10545
ENSG00000060688	0.54123	0.56202
ENSG00000179041	0.16792	0.16027
ENSG00000169689	0.02834	0.04031
ENSG00000178913	0.12208	0.13203
ENSG00000165527	0.00855	0.03876
ENSG00000153976	0.10037	0.11479
ENSG00000152942	0.21073	0.19717
ENSG00000060762	0.15217	0.14201
ENSG00000069998	0.2205	0.22826
ENSG00000133112	-0.07521	0.12487
ENSG00000124207	0.26568	0.29635
ENSG00000146425	-0.04243	-0.04477
ENSG00000198169	0.01252	0.00745
ENSG00000048162	0.22159	0.24042
ENSG00000147687	0.10657	0.1081
ENSG00000115392	0.24869	0.27957
ENSG00000256966	0.15095	0.14195
ENSG00000004975	0.04391	0.05925
ENSG00000169223	0.28432	0.27464
ENSG00000073605	-0.04477	-0.01541
ENSG00000135334	0.15695	0.1395
ENSG00000169220	0.01498	-0.00603
ENSG00000089053	0.19418	0.18791
ENSG00000165630	0.139	0.14063
ENSG00000131475	-0.07426	-0.04613
ENSG00000177383	0.14993	0.21608
ENSG00000105173	0.31293	0.30193
ENSG00000065057	0.16617	0.16139
ENSG00000151929	0.23008	0.22292
ENSG00000171224	-0.01242	0.075
ENSG00000256073	-0.06986	0.1045
ENSG00000159596	0.19544	0.20548
ENSG00000103121	0.20553	0.16646
ENSG00000197056	0.18169	0.16825
ENSG00000106976	-0.05612	0.0906
ENSG00000213658	0.03196	0.1463
ENSG00000035681	-0.14339	0.07
ENSG00000197265	0.07448	0.13691
ENSG00000115484	0.25238	0.26702
ENSG00000120438	0.43819	0.45362
ENSG00000172216	0.36456	0.35134
ENSG00000008324	0.32752	0.33481
ENSG00000004779	0.22933	0.22978
ENSG00000140395	-0.07546	0.04816
ENSG00000169231	0.10018	0.13028
ENSG00000115268	0.14389	0.24819
ENSG00000108528	-0.12505	-0.10517
ENSG00000206535	0.13246	0.18283
ENSG00000130429	0.31376	0.33922
ENSG00000147383	-0.14738	-0.10963
ENSG00000179958	0.30457	0.31577
ENSG00000084754	-0.17372	0.02203
ENSG00000167740	0.17569	0.17651
ENSG00000182004	0.39432	0.41315
ENSG00000141385	0.24195	0.24461
ENSG00000181163	0.30453	0.35663
ENSG00000131013	0.29185	0.28376
ENSG00000005810	0.21974	0.2041
ENSG00000115652	0.18654	0.18084
ENSG00000116761	0.01741	0.01385
ENSG00000140795	0.15122	0.17112
ENSG00000120647	0.32263	0.3203
ENSG00000183735	0.12522	0.09943
ENSG00000104613	0.21451	0.23995
ENSG00000221988	-0.1433	-0.13531
ENSG00000088451	0.0798	0.08396
ENSG00000102409	-0.05083	0.01637
ENSG00000160570	-0.15095	0.134
ENSG00000187514	0.39473	0.3923
ENSG00000165782	-0.0047	0.1498
ENSG00000117593	0.21726	0.21364
ENSG00000148835	0.53947	0.53927
ENSG00000102882	0.14766	0.14163
ENSG00000120265	0.17727	0.2474
ENSG00000130827	0.16028	0.2056
ENSG00000146278	0.088	0.0622
ENSG00000138303	0.04285	0.05408
ENSG00000171492	0.12282	0.12158
ENSG00000092841	0.106	0.11762
ENSG00000116350	0.41551	0.41725
ENSG00000169714	0.28925	0.28831
ENSG00000125375	0.13974	0.20748
ENSG00000119844	0.04616	0.13781
ENSG00000100519	0.29136	0.30316
ENSG00000159720	0.06153	0.03274
ENSG00000011638	0.24412	0.23737
ENSG00000156232	0.13331	0.11474
ENSG00000109762	0.01472	0.08145
ENSG00000104064	0.32272	0.33377
ENSG00000120071	0.18938	0.26736
ENSG00000188493	0.09982	0.13193
ENSG00000153933	0.24388	0.34037
