gene_id	RBP_only_corr	RBP_and_lncRNA_corr
ENSG00000177606	0.38615	0.38243
ENSG00000120616	0.3801	0.37757
ENSG00000149177	0.23498	0.24996
ENSG00000182087	0.18928	0.24522
ENSG00000135269	0.05247	0.04695
ENSG00000123636	0.41263	0.40246
ENSG00000167110	0.33094	0.33147
ENSG00000108262	0.11564	0.10352
ENSG00000254087	0.17956	0.1717
ENSG00000125304	0.00376	0.00194
ENSG00000109046	0.20878	0.22893
ENSG00000050405	0.31977	0.31093
ENSG00000131435	0.39325	0.38566
ENSG00000146757	0.44256	0.43731
ENSG00000127561	0.08126	0.11242
ENSG00000120738	0.00713	0.03969
ENSG00000137509	0.12856	0.10511
ENSG00000112787	0.27656	0.27406
ENSG00000125170	0.202	0.20442
ENSG00000155090	-0.00577	-0.02009
ENSG00000172432	0.06584	0.11528
ENSG00000011566	0.15479	0.14931
ENSG00000113583	0.26322	0.26859
ENSG00000130821	0.25002	0.23064
ENSG00000144566	0.06612	0.05089
ENSG00000168575	0.27429	0.26664
ENSG00000001084	0.05653	0.02395
ENSG00000076706	0.29167	0.2854
ENSG00000158747	0.31239	0.31269
ENSG00000134363	0.2765	0.27281
ENSG00000196588	0.0446	0.10658
ENSG00000163875	0.38205	0.38153
ENSG00000108557	0.244	0.23858
ENSG00000171603	0.28695	0.28332
ENSG00000144579	-0.02113	0.02346
ENSG00000100425	0.29699	0.29396
ENSG00000164251	0.26409	0.25478
ENSG00000130779	0.33443	0.32809
ENSG00000011304	0.26112	0.25966
ENSG00000134326	0.06978	0.0723
ENSG00000068885	0.21923	0.22127
ENSG00000163527	0.32825	0.31691
ENSG00000034677	0.09822	0.10453
ENSG00000101665	0.21316	0.20987
ENSG00000181027	0.2732	0.2665
ENSG00000197081	0.15194	0.15063
ENSG00000102996	0.22083	0.20804
ENSG00000154080	0.06665	0.06488
ENSG00000111907	0.22083	0.20674
ENSG00000160014	0.19039	0.2214
ENSG00000009335	0.18945	0.20453
ENSG00000102554	0.20239	0.17756
ENSG00000196937	0.04096	0.01257
ENSG00000068078	0.00744	0.00318
ENSG00000139292	0.22625	0.2545
ENSG00000131873	0.11936	0.11679
ENSG00000008130	0.28045	0.26881
ENSG00000159200	0.22316	0.20596
ENSG00000148400	-0.03432	-0.03713
ENSG00000196792	0.24121	0.2342
ENSG00000101150	0.37636	0.38216
ENSG00000156650	0.40602	0.40024
ENSG00000170448	0.37448	0.37243
ENSG00000131165	0.21494	0.20821
ENSG00000171867	0.40848	0.37852
ENSG00000164305	0.25869	0.26149
ENSG00000119541	0.19216	0.17675
ENSG00000143126	0.20103	0.1997
ENSG00000240849	0.2664	0.24605
ENSG00000187164	0.14793	0.13633
ENSG00000085721	0.26231	0.26474
ENSG00000184916	0.32645	0.32028
ENSG00000012660	0.01576	-0.0081
ENSG00000054598	0.24023	0.22484
ENSG00000135097	0.18009	0.17715
ENSG00000133872	0.06767	0.04745
ENSG00000198915	0.10027	0.09974
ENSG00000189067	0.15878	0.14941
ENSG00000198959	0.36625	0.36784
ENSG00000127948	0.1897	0.2063
ENSG00000164830	0.20686	0.20498
ENSG00000044574	0.26647	0.26092
ENSG00000165802	0.16778	0.16166
ENSG00000130449	0.18362	0.14587
ENSG00000161526	0.17676	0.16901
ENSG00000154734	0.40454	0.39705
ENSG00000108639	0.05071	0.0445
ENSG00000186834	0.22071	0.21737
ENSG00000162734	0.45542	0.45201
ENSG00000006453	0.21065	0.19462
ENSG00000115806	0.02414	0.02195
ENSG00000205213	0.17464	0.17257
ENSG00000038427	0.28486	0.29321
ENSG00000165355	0.25611	0.28994
ENSG00000184937	0.01154	0.00942
ENSG00000116731	0.45673	0.4621
ENSG00000112874	0.05486	0.10544
ENSG00000157240	0.12708	0.12079
ENSG00000198435	0.35575	0.3509
ENSG00000066629	0.23059	0.224
ENSG00000173334	0.1442	0.14613
ENSG00000111737	0.05729	0.05884
ENSG00000136842	0.08843	0.09466
ENSG00000181751	0.14775	0.13971
ENSG00000198814	0.31438	0.30937
ENSG00000153339	0.38157	0.37817
ENSG00000112033	0.32305	0.31535
ENSG00000141551	0.31429	0.30886
ENSG00000221978	0.27317	0.31057
ENSG00000129911	0.24006	0.23634
ENSG00000100241	0.00695	-0.01836
ENSG00000158321	0.19615	0.19533
ENSG00000157404	0.04225	0.03564
ENSG00000004799	-0.14683	-0.01887
ENSG00000241839	0.22939	0.23636
ENSG00000108669	0.14201	0.16106
ENSG00000155760	0.27803	0.26006
ENSG00000130340	0.24329	0.25302
ENSG00000082074	-0.08507	-0.02463
ENSG00000091129	0.0852	0.07167
ENSG00000173064	0.37316	0.39029
ENSG00000110048	0.24729	0.24156
ENSG00000134755	0.20511	0.20728
ENSG00000046604	0.21147	0.20708
ENSG00000105976	0.30964	0.31635
ENSG00000130749	0.25103	0.24578
ENSG00000110075	0.32588	0.31771
ENSG00000181104	0.27851	0.2665
ENSG00000146830	0.23344	0.23582
ENSG00000125347	-0.00951	-0.03348
ENSG00000184384	0.21542	0.21133
ENSG00000134910	0.08066	0.1046
ENSG00000197037	0.05086	0.04367
ENSG00000140332	0.24206	0.23493
ENSG00000204519	0.34547	0.34352
ENSG00000121481	0.33576	0.33836
ENSG00000166454	0.16543	0.14835
ENSG00000101670	0.27937	0.28055
ENSG00000146083	0.4202	0.41659
ENSG00000130164	0.22576	0.21999
ENSG00000084676	0.39748	0.398
ENSG00000184545	0.16832	0.15447
ENSG00000139718	0.2742	0.28323
ENSG00000119707	0.32127	0.33128
ENSG00000074755	-0.02593	0.01023
ENSG00000157107	0.22192	0.20881
ENSG00000176597	0.23002	0.21811
ENSG00000105971	0.45932	0.45501
ENSG00000106078	0.14131	0.18514
ENSG00000011007	0.29834	0.29722
ENSG00000155304	0.07171	0.04645
ENSG00000185950	0.049	0.05583
ENSG00000071564	0.27382	0.27103
ENSG00000163347	0.33871	0.33632
ENSG00000065809	0.09907	0.09552
ENSG00000069020	0.11734	0.12934
ENSG00000122574	0.06681	0.08798
ENSG00000165915	0.4625	0.46677
ENSG00000121281	-0.12891	-0.10362
ENSG00000130224	0.10829	0.0885
ENSG00000005020	0.00608	0.03128
ENSG00000181744	0.28782	0.2857
ENSG00000106299	0.18348	0.20255
ENSG00000069424	0.29285	0.29596
ENSG00000183723	0.2372	0.25063
ENSG00000042429	0.29537	0.2856
ENSG00000142599	0.36351	0.36978
ENSG00000132294	0.11021	0.09565
ENSG00000158805	0.15011	0.17643
ENSG00000141644	0.10389	0.12
ENSG00000143641	0.33625	0.33338
ENSG00000005339	0.33328	0.32814
ENSG00000118200	0.21715	0.19677
ENSG00000176490	-0.03798	-0.0246
ENSG00000182771	0.1647	0.15948
ENSG00000178538	0.03503	0.00954
ENSG00000168743	0.13524	0.14891
ENSG00000185551	0.31591	0.3067
ENSG00000005893	0.26679	0.26625
ENSG00000197122	0.22137	0.21462
ENSG00000143093	0.31809	0.32011
ENSG00000166086	0.02488	0.0216
ENSG00000110881	0.03571	0.04147
ENSG00000011275	0.15156	0.14259
ENSG00000116675	0.17875	0.16804
ENSG00000086062	0.32606	0.31353
ENSG00000183864	0.187	0.19465
ENSG00000198363	0.35953	0.38134
ENSG00000143384	0.066	0.12516
ENSG00000088256	0.35227	0.34519
ENSG00000140391	0.04747	0.07069
ENSG00000102158	0.12415	0.11408
ENSG00000166734	0.07191	0.05826
ENSG00000072786	0.24324	0.25848
ENSG00000183495	0.23551	0.22914
ENSG00000184602	0.15528	0.15595
ENSG00000084444	0.23175	0.2308
ENSG00000132824	0.16198	0.16305
ENSG00000140941	0.15625	0.14823
ENSG00000164402	0.19861	0.19596
ENSG00000204256	0.369	0.36472
ENSG00000130559	0.3248	0.31799
ENSG00000164181	0.1581	0.14463
ENSG00000179152	0.09811	0.12191
ENSG00000086619	0.19127	0.21759
ENSG00000186111	0.19981	0.24267
ENSG00000106948	0.23852	0.23609
ENSG00000205339	0.13673	0.14464
ENSG00000135503	0.23783	0.24116
ENSG00000198142	0.22714	0.22267
ENSG00000151025	0.08368	0.08449
ENSG00000113916	-0.02662	-0.02621
ENSG00000122042	0.16984	0.18558
ENSG00000148719	0.27086	0.2628
ENSG00000129933	0.20047	0.2221
ENSG00000196743	0.30959	0.30567
ENSG00000162231	0.30066	0.30579
ENSG00000091009	0.28345	0.29244
ENSG00000106546	0.28939	0.26885
ENSG00000108946	0.04146	0.03823
ENSG00000131398	0.20362	0.20535
ENSG00000166471	0.2059	0.20196
ENSG00000128595	0.42029	0.41853
ENSG00000168421	0.42665	0.42817
ENSG00000205133	0.08938	0.09214
ENSG00000206560	0.16155	0.15724
ENSG00000008256	0.33057	0.32246
ENSG00000170242	0.18488	0.20355
ENSG00000117868	0.01712	-0.03257
ENSG00000198561	0.34188	0.32587
ENSG00000140577	0.04074	-0.01769
ENSG00000134287	-0.09493	-0.07944
ENSG00000142875	-0.00045	0.00415
ENSG00000171988	0.36267	0.36219
ENSG00000153214	0.0489	0.0387
ENSG00000168461	0.34212	0.33884
ENSG00000170248	0.09073	0.07476
ENSG00000151553	0.0437	0.01958
ENSG00000095637	0.11456	0.11878
ENSG00000133657	0.1245	0.12628
ENSG00000065911	0.45499	0.45372
ENSG00000137075	0.4774	0.47463
ENSG00000157933	0.34759	0.3435
ENSG00000198399	0.43049	0.43506
ENSG00000138594	0.14888	0.13978
ENSG00000115993	0.11258	0.12032
ENSG00000166532	0.0746	0.07466
ENSG00000067369	0.23018	0.22135
ENSG00000146530	0.17826	0.18159
ENSG00000011523	0.48391	0.47976
ENSG00000071054	0.20975	0.19704
ENSG00000170348	0.09464	0.0811
ENSG00000178951	0.14409	0.13708
ENSG00000107929	0.22792	0.20785
ENSG00000179364	0.28057	0.28196
ENSG00000158470	0.19488	0.18515
ENSG00000151458	0.2179	0.20328
ENSG00000114554	0.2503	0.23883
ENSG00000124151	0.08195	0.10157
ENSG00000025039	0.29734	0.29322
ENSG00000162367	0.14414	0.14679
ENSG00000102471	0.02987	0.01195
ENSG00000180530	0.14953	0.13847
ENSG00000117020	0.01564	0.01088
ENSG00000151150	0.15201	0.15851
ENSG00000137942	0.37678	0.38323
ENSG00000096070	0.27517	0.26975
ENSG00000187109	0.24701	0.2428
ENSG00000131023	0.38069	0.37631
ENSG00000196227	0.33441	0.33035
ENSG00000170915	0.15065	0.18146
ENSG00000065613	0.12423	0.11929
ENSG00000067082	0.15049	0.18079
ENSG00000121749	0.31341	0.30929
ENSG00000138448	0.42445	0.42084
ENSG00000147454	-0.06032	-0.0129
ENSG00000136536	0.34076	0.33605
ENSG00000162337	0.20794	0.20078
ENSG00000131149	0.37163	0.36604
ENSG00000138593	0.05541	0.04615
ENSG00000068305	0.29075	0.2903
ENSG00000204681	0.14968	0.15201
ENSG00000037749	0.12212	0.13107
ENSG00000116191	0.06992	0.06607
ENSG00000162512	0.27345	0.27435
ENSG00000145734	0.39096	0.39063
ENSG00000050820	0.49174	0.48827
ENSG00000187678	0.1029	0.06185
ENSG00000023909	0.26504	0.26169
ENSG00000178904	0.24566	0.23378
ENSG00000007168	0.04566	0.029
ENSG00000183579	0.2106	0.21917
ENSG00000116017	0.28537	0.2846
ENSG00000038532	0.16333	0.16186
ENSG00000113580	0.12898	0.12641
ENSG00000116604	0.1606	0.16679
ENSG00000108510	0.45372	0.44894
ENSG00000163293	0.20616	0.19633
ENSG00000139826	0.29011	0.28427
ENSG00000101346	0.33967	0.34521
ENSG00000105939	0.08354	0.06627
ENSG00000196776	0.07667	0.06529
ENSG00000124486	0.2142	0.21153
ENSG00000173276	0.23534	0.2294
ENSG00000103111	0.21618	0.22894
ENSG00000110723	0.19018	0.18197
ENSG00000011201	0.20297	0.20303
ENSG00000077147	0.12651	0.14708
ENSG00000163110	0.35212	0.34607
ENSG00000100697	0.36929	0.37057
ENSG00000165813	0.25311	0.24661
ENSG00000156675	0.15958	0.1795
ENSG00000029363	0.4197	0.42436
ENSG00000182957	0.0443	0.08986
ENSG00000197860	-0.13277	-0.17188
ENSG00000100154	0.11375	0.10865
ENSG00000160218	0.24195	0.24175
ENSG00000186591	0.19329	0.18858
ENSG00000133985	0.16462	0.17522
ENSG00000078140	0.4472	0.45021
ENSG00000151692	0.10484	0.11397
ENSG00000136603	-0.009	-0.02866
ENSG00000132359	0.22034	0.22544
ENSG00000080815	0.14755	0.13102
ENSG00000183508	0.19373	0.22576
ENSG00000134243	0.0726	0.04822
ENSG00000213853	0.08861	0.08001
ENSG00000114331	0.35344	0.35172
ENSG00000183943	0.44525	0.43959
ENSG00000089057	0.01452	0.00153
ENSG00000101152	0.24425	0.2336
ENSG00000111860	0.13905	0.13928
ENSG00000006468	-0.0211	-0.04226
ENSG00000127329	0.16997	0.17073
ENSG00000116852	0.34464	0.32389
ENSG00000179454	0.33777	0.33747
ENSG00000164938	0.21905	0.22269
ENSG00000109118	0.33848	0.34
ENSG00000082258	0.45816	0.45646
ENSG00000132326	0.33826	0.33948
ENSG00000125827	0.18391	0.17433
ENSG00000025293	0.0845	0.08337
ENSG00000169641	0.41564	0.4059
ENSG00000117500	0.11985	0.11099
ENSG00000163577	0.26338	0.25813
ENSG00000122779	0.42211	0.41723
ENSG00000148358	0.27068	0.26852
ENSG00000174437	0.13381	0.11162
ENSG00000166900	-0.00498	0.00424
ENSG00000108582	-0.05867	-0.0438
ENSG00000153936	0.38085	0.38979
ENSG00000165633	0.10503	0.19135
ENSG00000118217	0.08764	0.08702
ENSG00000071537	0.12619	0.12437
ENSG00000187134	0.25181	0.24064
ENSG00000048471	0.09815	0.14125
ENSG00000122068	0.21822	0.22365
ENSG00000152127	0.04969	0.06087
ENSG00000113742	0.08164	0.08719
ENSG00000187605	0.49748	0.50144
ENSG00000149289	0.22257	0.20126
ENSG00000147852	-0.04423	-0.04891
ENSG00000123575	0.12852	0.11145
ENSG00000100596	0.19308	0.19409
ENSG00000109133	0.2546	0.23725
ENSG00000135968	0.28122	0.2767
ENSG00000164327	0.23141	0.27009
ENSG00000105926	0.22607	0.22666
ENSG00000205189	0.33333	0.33432
ENSG00000088179	0.4419	0.43811
ENSG00000169359	0.07671	0.09827
ENSG00000149212	0.20212	0.1999
ENSG00000124209	0.20601	0.18624
ENSG00000083312	0.05589	0.07871
ENSG00000143970	0.49864	0.4993
ENSG00000128585	0.1746	0.16745
ENSG00000160551	0.19386	0.18684
ENSG00000078177	0.56805	0.56905
ENSG00000151422	-0.06484	-0.11029
ENSG00000118922	0.17019	0.16764
ENSG00000105810	-0.00184	0.02336
ENSG00000106460	-0.05792	-0.03132
ENSG00000100354	0.33124	0.32728
ENSG00000055609	0.47724	0.47559
ENSG00000079950	0.24235	0.25311
